S No.,Date,App Name,Usage (in Seconds),Launch Count,is Monitoring,is SystemApp,Package Name
398,2022/07/02,Wallpaper and style,151,9,No,Yes,com.samsung.android.app.dressroom
399,2022/07/03,Google,4,8,Yes,No,com.google.android.googlequicksearchbox
400,2022/07/04,Google,74,8,Yes,No,com.google.android.googlequicksearchbox
401,2022/07/02,Google,36,4,Yes,No,com.google.android.googlequicksearchbox
402,2022/07/03,AR Zone,8,3,Yes,No,com.samsung.android.arzone
403,2022/07/02,Chrome,782,18,Yes,No,com.android.chrome
404,2022/07/02,Truecaller,57,10,Yes,No,com.truecaller
405,2022/07/03,Dual Messenger,9,1,No,Yes,com.samsung.android.da.daagent
406,2022/07/04,AR Zone,2,1,Yes,No,com.samsung.android.arzone
407,2022/07/04,BusinessLine,42,4,Yes,No,com.mobstac.thehindubusinessline
408,2022/07/05,Photos,776,2,Yes,No,com.google.android.apps.photos
409,2022/07/05,Galaxy Store,89,2,Yes,No,com.sec.android.app.samsungapps
410,2022/07/05,Settings,421,27,Yes,No,com.android.settings
411,2022/07/05,SuccessClap,66,2,Yes,No,com.successclap
412,2022/07/05,Truecaller,23,4,Yes,No,com.truecaller
413,2022/07/05,One UI Home,1091,300,No,Yes,com.sec.android.app.launcher
414,2022/07/05,YourHour,85,2,Yes,No,com.mindefy.phoneaddiction.mobilepe
415,2022/07/05,Chrome,5265,67,Yes,No,com.android.chrome
416,2022/07/05,Gmail,661,16,Yes,No,com.google.android.gm
417,2022/07/05,Photo Screensavers,21,4,No,Yes,com.android.dreams.phototable
418,2022/07/05,Pikashow,93,1,Yes,No,com.offshore.pikachu
419,2022/07/05,Google Play services,37,15,No,Yes,com.google.android.gms
420,2022/07/05,Twitter,1545,10,Yes,No,com.twitter.android
421,2022/07/05,Phone,148,15,Yes,No,com.samsung.android.dialer
422,2022/07/05,Wallpaper and style,58,5,No,Yes,com.samsung.android.app.dressroom
423,2022/07/05,Clock,62,2,Yes,No,com.sec.android.app.clockpackage
424,2022/07/05,Moovit (Uninstalled),529,6,Yes,No,com.tranzmate
425,2022/07/05,Google Play Store,203,7,Yes,No,com.android.vending
426,2022/07/05,WhatsApp,4952,76,Yes,No,com.whatsapp
427,2022/07/05,Settings Suggestions,23,4,No,Yes,com.android.settings.intelligence
428,2022/07/05,YouTube Vanced,8607,20,Yes,No,com.vanced.android.youtube
429,2022/07/05,Docs,229,3,Yes,No,com.google.android.apps.docs.editors.docs
430,2022/07/05,WAMR,18,4,Yes,No,com.drilens.wamr
431,2022/07/05,Call settings,20,1,No,Yes,com.samsung.android.app.telephonyui
432,2022/07/05,Package installer,2,1,No,Yes,com.google.android.packageinstaller
433,2022/07/05,Digital Wellbeing,8,2,No,Yes,com.samsung.android.forest
434,2022/07/05,Telegram,1555,39,Yes,No,org.telegram.messenger
435,2022/07/05,Call,6596,22,Yes,No,com.samsung.android.incallui
436,2022/07/05,Google,257,2,Yes,No,com.google.android.googlequicksearchbox
437,2022/07/05,PrepLadder,8996,27,Yes,No,com.prepladder.learningapp
438,2022/07/05,Gboard,0,2,Yes,No,com.google.android.inputmethod.latin
439,2022/07/05,Xodo Docs,773,20,Yes,No,com.xodo.pdf.reader
440,2022/07/05,StepSetGo,44,4,Yes,No,com.pepkit.ssg
441,2022/07/05,Wallpaper services,23,6,No,Yes,com.samsung.android.dynamiclock
442,2022/07/05,Finder,39,8,Yes,No,com.samsung.android.app.galaxyfinder
443,2022/07/05,BRTS Ahmedabad (Uninstalled),666,27,Yes,No,com.enticearc.brtsahmedabad
444,2022/07/05,Calculator,78,6,Yes,No,com.sec.android.app.popupcalculator
445,2022/07/05,Permission controller,21,12,No,Yes,com.google.android.permissioncontroller
446,2022/07/05,Accessibility,15,1,Yes,No,com.samsung.accessibility
447,2022/07/05,Maps,1563,28,Yes,No,com.google.android.apps.maps
448,2022/07/05,freeCode Camp,149,9,Yes,No,org.freecodecamp
449,2022/07/06,Photos,9,3,Yes,No,com.google.android.apps.photos
450,2022/07/06,Android System,23,5,No,Yes,android
451,2022/07/06,Messages,186,4,Yes,No,com.samsung.android.messaging
452,2022/07/06,Hirect (Uninstalled),317,2,Yes,No,in.hirect
453,2022/07/06,Paytm,436,6,Yes,No,net.one97.paytm
454,2022/07/06,One UI Home,1480,331,No,Yes,com.sec.android.app.launcher
455,2022/07/06,Settings,28,11,Yes,No,com.android.settings
456,2022/07/06,Truecaller,21,3,Yes,No,com.truecaller
457,2022/07/06,MTP application,2,1,No,Yes,com.samsung.android.mtp
458,2022/07/06,Gmail,386,13,Yes,No,com.google.android.gm
459,2022/07/06,Chrome,8317,94,Yes,No,com.android.chrome
460,2022/07/06,Cricbuzz,1054,17,Yes,No,com.cricbuzz.android
461,2022/07/06,Keep notes,16,1,Yes,No,com.google.android.keep
462,2022/07/06,Finder,82,23,Yes,No,com.samsung.android.app.galaxyfinder
463,2022/07/06,Device care,1,1,Yes,No,com.samsung.android.lool
464,2022/07/06,Pikashow,235,11,Yes,No,com.offshore.pikachu
465,2022/07/06,Google Play services,10,6,No,Yes,com.google.android.gms
466,2022/07/06,Twitter,7377,62,Yes,No,com.twitter.android
467,2022/07/06,Contacts,24,2,Yes,No,com.samsung.android.app.contacts
468,2022/07/06,Phone,112,12,Yes,No,com.samsung.android.dialer
469,2022/07/06,Google Play Store,106,10,Yes,No,com.android.vending
470,2022/07/06,Clock,69,6,Yes,No,com.sec.android.app.clockpackage
471,2022/07/06,WhatsApp,2025,52,Yes,No,com.whatsapp
472,2022/07/06,YouTube Vanced,7888,26,Yes,No,com.vanced.android.youtube
473,2022/07/06,Naukri.com,69,1,Yes,No,naukriApp.appModules.login
474,2022/07/06,Settings Suggestions,41,6,No,Yes,com.android.settings.intelligence
475,2022/07/06,Gallery,36,2,Yes,No,com.sec.android.gallery3d
476,2022/07/06,Call,5102,21,Yes,No,com.samsung.android.incallui
477,2022/07/06,Package installer,11,4,No,Yes,com.google.android.packageinstaller
478,2022/07/06,Software update,8,1,No,Yes,com.wssyncmldm
479,2022/07/06,Telegram,1313,50,Yes,No,org.telegram.messenger
480,2022/07/06,Google,13,4,Yes,No,com.google.android.googlequicksearchbox
481,2022/07/06,Gboard,100,4,Yes,No,com.google.android.inputmethod.latin
482,2022/07/06,PrepLadder,148,6,Yes,No,com.prepladder.learningapp
483,2022/07/06,Xodo Docs,1674,29,Yes,No,com.xodo.pdf.reader
484,2022/07/06,Galaxy Themes,210,5,No,Yes,com.samsung.android.themestore
485,2022/07/06,Video Player,45,1,No,Yes,com.samsung.android.video
486,2022/07/06,1DM,44,5,Yes,No,idm.internet.download.manager
487,2022/07/06,My Files,131,5,Yes,No,com.sec.android.app.myfiles
488,2022/07/06,Relevel,1273,15,Yes,No,com.relevel
489,2022/07/06,Permission controller,12,6,No,Yes,com.google.android.permissioncontroller
490,2022/07/06,IRCTC Rail Connect,596,17,Yes,No,cris.org.in.prs.ima
491,2022/07/06,Calculator,8,1,Yes,No,com.sec.android.app.popupcalculator
492,2022/07/06,Drive,54,4,Yes,No,com.google.android.apps.docs
493,2022/07/06,freeCode Camp,9,2,Yes,No,org.freecodecamp
494,2022/07/06,Maps,54,1,Yes,No,com.google.android.apps.maps
495,2022/07/07,Android System,0,2,No,Yes,android
496,2022/07/07,Messages,6,1,Yes,No,com.samsung.android.messaging
497,2022/07/07,One UI Home,1054,160,No,Yes,com.sec.android.app.launcher
498,2022/07/07,Cricbuzz,1892,22,Yes,No,com.cricbuzz.android
499,2022/07/07,Settings,88,5,Yes,No,com.android.settings
500,2022/07/07,Gmail,44,3,Yes,No,com.google.android.gm
501,2022/07/07,Notion,4,2,Yes,No,notion.id
502,2022/07/07,AccuBattery,234,4,Yes,No,com.digibites.accubattery
503,2022/07/07,Chrome,4056,31,Yes,No,com.android.chrome
504,2022/07/07,Finder,7,2,Yes,No,com.samsung.android.app.galaxyfinder
505,2022/07/07,Gallery,7,1,Yes,No,com.sec.android.gallery3d
506,2022/07/07,Device care,4,1,Yes,No,com.samsung.android.lool
507,2022/07/07,Wallpaper and style,8,1,No,Yes,com.samsung.android.app.dressroom
508,2022/07/07,Twitter,4449,30,Yes,No,com.twitter.android
509,2022/07/07,Google Play services,4,2,No,Yes,com.google.android.gms
510,2022/07/07,Phone,68,8,Yes,No,com.samsung.android.dialer
511,2022/07/07,Pikashow,2472,14,Yes,No,com.offshore.pikachu
512,2022/07/07,Google Play Store,185,5,Yes,No,com.android.vending
513,2022/07/07,WhatsApp,725,17,Yes,No,com.whatsapp
514,2022/07/07,Clock,18,2,Yes,No,com.sec.android.app.clockpackage
515,2022/07/07,Package installer,3,3,No,Yes,com.google.android.packageinstaller
516,2022/07/07,Call,1822,18,Yes,No,com.samsung.android.incallui
517,2022/07/07,Camera,14,2,Yes,No,com.sec.android.app.camera
518,2022/07/07,YouTube Vanced,51,1,Yes,No,com.vanced.android.youtube
519,2022/07/07,Telegram,137,18,Yes,No,org.telegram.messenger
520,2022/07/07,Xodo Docs,624,5,Yes,No,com.xodo.pdf.reader
521,2022/07/07,PrepLadder,7115,18,Yes,No,com.prepladder.learningapp
522,2022/07/07,Galaxy Themes,9,1,No,Yes,com.samsung.android.themestore
523,2022/07/07,Google,35,2,Yes,No,com.google.android.googlequicksearchbox
524,2022/07/07,IRCTC Rail Connect,0,1,Yes,No,cris.org.in.prs.ima
525,2022/07/07,My Files,34,2,Yes,No,com.sec.android.app.myfiles
526,2022/07/07,Relevel,89,2,Yes,No,com.relevel
527,2022/07/07,freeCode Camp,29,1,Yes,No,org.freecodecamp
528,2022/07/08,One UI Home,373,99,No,Yes,com.sec.android.app.launcher
529,2022/07/08,Cricbuzz,479,13,Yes,No,com.cricbuzz.android
530,2022/07/08,Truecaller,4,2,Yes,No,com.truecaller
531,2022/07/08,Android System,1,2,No,Yes,android
532,2022/07/08,Messages,2,1,Yes,No,com.samsung.android.messaging
533,2022/07/08,Paytm,294,3,Yes,No,net.one97.paytm
534,2022/07/08,Settings,28,3,Yes,No,com.android.settings
535,2022/07/08,Photos,36,1,Yes,No,com.google.android.apps.photos
536,2022/07/08,Google Play Store,28,3,Yes,No,com.android.vending
537,2022/07/08,Finder,13,4,Yes,No,com.samsung.android.app.galaxyfinder
538,2022/07/08,Chrome,4320,32,Yes,No,com.android.chrome
539,2022/07/08,Gmail,70,3,Yes,No,com.google.android.gm
540,2022/07/08,Phone,1854,9,Yes,No,com.samsung.android.dialer
541,2022/07/08,Pikashow,5159,12,Yes,No,com.offshore.pikachu
542,2022/07/08,Twitter,3663,24,Yes,No,com.twitter.android
543,2022/07/08,WhatsApp,1560,15,Yes,No,com.whatsapp
544,2022/07/08,Naukri.com,207,1,Yes,No,naukriApp.appModules.login
545,2022/07/08,Clock,12,2,Yes,No,com.sec.android.app.clockpackage
546,2022/07/08,YouTube Vanced,10480,23,Yes,No,com.vanced.android.youtube
547,2022/07/08,Call,6887,13,Yes,No,com.samsung.android.incallui
548,2022/07/08,Telegram,146,8,Yes,No,org.telegram.messenger
549,2022/07/08,Permission controller,2,1,No,Yes,com.google.android.permissioncontroller
550,2022/07/08,Xodo Docs,145,4,Yes,No,com.xodo.pdf.reader
551,2022/07/08,Package installer,3,1,No,Yes,com.google.android.packageinstaller
552,2022/07/08,Google,38,2,Yes,No,com.google.android.googlequicksearchbox
553,2022/07/08,IRCTC Rail Connect,203,1,Yes,No,cris.org.in.prs.ima
554,2022/07/08,The Hindu ePaper,142,2,Yes,No,com.epaper.thehindu.android
555,2022/07/08,Maps,48,1,Yes,No,com.google.android.apps.maps
556,2022/07/08,WAMR,12,3,Yes,No,com.drilens.wamr
557,2022/07/08,Where is my Train,136,5,Yes,No,com.whereismytrain.android
558,2022/07/09,Truecaller,86,3,Yes,No,com.truecaller
559,2022/07/09,One UI Home,1124,227,No,Yes,com.sec.android.app.launcher
560,2022/07/09,Cricbuzz,1038,19,Yes,No,com.cricbuzz.android
561,2022/07/09,Messages,3,2,Yes,No,com.samsung.android.messaging
562,2022/07/09,Paytm,338,7,Yes,No,net.one97.paytm
563,2022/07/09,Galaxy Store,61,7,Yes,No,com.sec.android.app.samsungapps
564,2022/07/09,Google Play Store,54,2,Yes,No,com.android.vending
565,2022/07/09,Settings,158,30,Yes,No,com.android.settings
566,2022/07/09,Keep notes,2,2,Yes,No,com.google.android.keep
567,2022/07/09,Key Chain,0,1,No,Yes,com.android.keychain
568,2022/07/09,AccuBattery,96,1,Yes,No,com.digibites.accubattery
569,2022/07/09,Finder,39,11,Yes,No,com.samsung.android.app.galaxyfinder
570,2022/07/09,Chrome,2059,48,Yes,No,com.android.chrome
571,2022/07/09,Gmail,112,4,Yes,No,com.google.android.gm
572,2022/07/09,Phone,45,5,Yes,No,com.samsung.android.dialer
573,2022/07/09,SecSoundPicker,71,4,No,Yes,com.samsung.android.secsoundpicker
574,2022/07/09,Wallpaper and style,1,1,No,Yes,com.samsung.android.app.dressroom
575,2022/07/09,Walli 4K,82,2,Yes,No,com.shanga.walli
576,2022/07/09,Gallery,18,1,Yes,No,com.sec.android.gallery3d
577,2022/07/09,Pikashow,2581,21,Yes,No,com.offshore.pikachu
578,2022/07/09,Twitter,3838,22,Yes,No,com.twitter.android
579,2022/07/09,WhatsApp,3991,54,Yes,No,com.whatsapp
580,2022/07/09,Settings Suggestions,13,3,No,Yes,com.android.settings.intelligence
581,2022/07/09,Clock,396,6,Yes,No,com.sec.android.app.clockpackage
582,2022/07/09,Galaxy Themes,34,1,No,Yes,com.samsung.android.themestore
583,2022/07/09,Drive,310,1,Yes,No,com.google.android.apps.docs
584,2022/07/09,YouTube Vanced,7683,18,Yes,No,com.vanced.android.youtube
585,2022/07/09,Call,1257,16,Yes,No,com.samsung.android.incallui
586,2022/07/09,AR Emoji,27,5,No,Yes,com.samsung.android.aremoji
587,2022/07/09,Gboard,0,2,Yes,No,com.google.android.inputmethod.latin
588,2022/07/09,Xodo Docs,319,6,Yes,No,com.xodo.pdf.reader
589,2022/07/09,Permission controller,13,3,No,Yes,com.google.android.permissioncontroller
590,2022/07/09,Google,33,2,Yes,No,com.google.android.googlequicksearchbox
591,2022/07/09,Device care,41,8,Yes,No,com.samsung.android.lool
592,2022/07/09,Package installer,4,3,No,Yes,com.google.android.packageinstaller
593,2022/07/09,AlwaysOnDisplay,144,9,No,Yes,com.samsung.android.app.aodservice
594,2022/07/09,IRCTC Rail Connect,157,3,Yes,No,cris.org.in.prs.ima
595,2022/07/09,My Files,10,2,Yes,No,com.sec.android.app.myfiles
596,2022/07/09,PrepLadder,152,3,Yes,No,com.prepladder.learningapp
597,2022/07/09,Telegram,148,18,Yes,No,org.telegram.messenger
598,2022/07/09,Maps,25,1,Yes,No,com.google.android.apps.maps
599,2022/07/09,Samsung Cloud,20,1,No,Yes,com.samsung.android.scloud
600,2022/07/09,SoundAlive,9,1,No,Yes,com.sec.android.app.soundalive
601,2022/07/09,Where is my Train,1293,43,Yes,No,com.whereismytrain.android
602,2022/07/09,RcsSettings,4,1,No,Yes,com.samsung.rcs
603,2022/07/10,Xodo Docs,891,7,Yes,No,com.xodo.pdf.reader
604,2022/07/10,Video Player,192,5,No,Yes,com.samsung.android.video
605,2022/07/10,Camera,22,2,Yes,No,com.sec.android.app.camera
606,2022/07/10,1DM,2,1,Yes,No,idm.internet.download.manager
607,2022/07/10,Twitter,3591,18,Yes,No,com.twitter.android
608,2022/07/10,Telegram,33,4,Yes,No,org.telegram.messenger
609,2022/07/10,Calculator,99,5,Yes,No,com.sec.android.app.popupcalculator
610,2022/07/10,Chrome,2650,36,Yes,No,com.android.chrome
611,2022/07/10,Google,37,2,Yes,No,com.google.android.googlequicksearchbox
612,2022/07/10,Finder,25,9,Yes,No,com.samsung.android.app.galaxyfinder
613,2022/07/10,Call,164,11,Yes,No,com.samsung.android.incallui
614,2022/07/10,Truecaller,3,2,Yes,No,com.truecaller
615,2022/07/10,Paytm,233,6,Yes,No,net.one97.paytm
616,2022/07/10,Gmail,17,1,Yes,No,com.google.android.gm
617,2022/07/10,Keep notes,3,2,Yes,No,com.google.android.keep
618,2022/07/10,Android System,8,2,No,Yes,android
619,2022/07/10,Smart View,3,1,No,Yes,com.samsung.android.smartmirroring
620,2022/07/10,Cricbuzz,1496,18,Yes,No,com.cricbuzz.android
621,2022/07/10,Settings,38,4,Yes,No,com.android.settings
622,2022/07/10,Samsung capture,10,1,No,Yes,com.samsung.android.app.smartcapture
623,2022/07/10,Google Play Store,1,1,Yes,No,com.android.vending
624,2022/07/10,WhatsApp,515,17,Yes,No,com.whatsapp
625,2022/07/10,AccuBattery,427,10,Yes,No,com.digibites.accubattery
626,2022/07/10,Package installer,1,1,No,Yes,com.google.android.packageinstaller
627,2022/07/10,Gallery,9,1,Yes,No,com.sec.android.gallery3d
628,2022/07/10,YouTube Vanced,9336,21,Yes,No,com.vanced.android.youtube
629,2022/07/10,One UI Home,606,135,No,Yes,com.sec.android.app.launcher
630,2022/07/10,Pikashow,136,2,Yes,No,com.offshore.pikachu
631,2022/07/10,Phone,109,18,Yes,No,com.samsung.android.dialer
632,2022/07/11,Xodo Docs,385,11,Yes,No,com.xodo.pdf.reader
633,2022/07/11,Video Player,6370,4,No,Yes,com.samsung.android.video
634,2022/07/11,IRCTC Rail Connect,382,4,Yes,No,cris.org.in.prs.ima
635,2022/07/11,Camera,56,4,Yes,No,com.sec.android.app.camera
636,2022/07/11,PrepLadder,2,2,Yes,No,com.prepladder.learningapp
637,2022/07/11,Gboard,0,2,Yes,No,com.google.android.inputmethod.latin
638,2022/07/11,Telegram,106,6,Yes,No,org.telegram.messenger
639,2022/07/11,My Files,25,3,Yes,No,com.sec.android.app.myfiles
640,2022/07/11,Google Play services,2,2,No,Yes,com.google.android.gms
641,2022/07/11,Twitter,6261,25,Yes,No,com.twitter.android
642,2022/07/11,Digital Wellbeing,42,1,No,Yes,com.samsung.android.forest
643,2022/07/11,Permission controller,2,2,No,Yes,com.google.android.permissioncontroller
644,2022/07/11,Finder,15,7,Yes,No,com.samsung.android.app.galaxyfinder
645,2022/07/11,Maps,179,3,Yes,No,com.google.android.apps.maps
646,2022/07/11,Chrome,6584,61,Yes,No,com.android.chrome
647,2022/07/11,Where is my Train,59,2,Yes,No,com.whereismytrain.android
648,2022/07/11,Google,37,4,Yes,No,com.google.android.googlequicksearchbox
649,2022/07/11,Drive,416,5,Yes,No,com.google.android.apps.docs
650,2022/07/11,Call,572,22,Yes,No,com.samsung.android.incallui
651,2022/07/11,Truecaller,2,1,Yes,No,com.truecaller
652,2022/07/11,Messages,1,1,Yes,No,com.samsung.android.messaging
653,2022/07/11,Paytm,736,8,Yes,No,net.one97.paytm
654,2022/07/11,Photo Editor,22,2,No,Yes,com.sec.android.mimage.photoretouching
655,2022/07/11,Gmail,179,5,Yes,No,com.google.android.gm
656,2022/07/11,Smart View,2,2,No,Yes,com.samsung.android.smartmirroring
657,2022/07/11,Cricbuzz,2302,13,Yes,No,com.cricbuzz.android
658,2022/07/11,Android System,2,1,No,Yes,android
659,2022/07/11,Settings,26,8,Yes,No,com.android.settings
660,2022/07/11,Relevel,190,3,Yes,No,com.relevel
661,2022/07/11,Print Spooler,7,2,No,Yes,com.android.printspooler
662,2022/07/11,WhatsApp,948,20,Yes,No,com.whatsapp
663,2022/07/11,AccuBattery,700,15,Yes,No,com.digibites.accubattery
664,2022/07/11,Settings Suggestions,29,4,No,Yes,com.android.settings.intelligence
665,2022/07/11,Naukri.com,15,1,Yes,No,naukriApp.appModules.login
666,2022/07/11,Gallery,93,6,Yes,No,com.sec.android.gallery3d
667,2022/07/11,Phone,130,22,Yes,No,com.samsung.android.dialer
668,2022/07/11,One UI Home,1092,191,No,Yes,com.sec.android.app.launcher
669,2022/07/11,Device care,3,1,Yes,No,com.samsung.android.lool
670,2022/07/11,YouTube Vanced,9061,17,Yes,No,com.vanced.android.youtube
671,2022/07/11,Google Play Store,41,5,Yes,No,com.android.vending
672,2022/07/12,Xodo Docs,888,12,Yes,No,com.xodo.pdf.reader
673,2022/07/12,Telegram,126,9,Yes,No,org.telegram.messenger
674,2022/07/12,Camera,19,3,Yes,No,com.sec.android.app.camera
675,2022/07/12,Twitter,4297,43,Yes,No,com.twitter.android
676,2022/07/12,Google Play services,2,2,No,Yes,com.google.android.gms
677,2022/07/12,Permission controller,4,3,No,Yes,com.google.android.permissioncontroller
678,2022/07/12,Maps,138,3,Yes,No,com.google.android.apps.maps
679,2022/07/12,Finder,29,6,Yes,No,com.samsung.android.app.galaxyfinder
680,2022/07/12,Chrome,4395,55,Yes,No,com.android.chrome
681,2022/07/12,Truecaller,4,2,Yes,No,com.truecaller
682,2022/07/12,Call,243,13,Yes,No,com.samsung.android.incallui
683,2022/07/12,Paytm,194,6,Yes,No,net.one97.paytm
684,2022/07/12,YourHour,17,1,Yes,No,com.mindefy.phoneaddiction.mobilepe
685,2022/07/12,Gmail,208,9,Yes,No,com.google.android.gm
686,2022/07/12,Cricbuzz,2665,42,Yes,No,com.cricbuzz.android
687,2022/07/12,GPay,383,14,Yes,No,com.google.android.apps.nbu.paisa.user
688,2022/07/12,Settings,25,5,Yes,No,com.android.settings
689,2022/07/12,WhatsApp,2253,28,Yes,No,com.whatsapp
690,2022/07/12,Naukri.com,1,1,Yes,No,naukriApp.appModules.login
691,2022/07/12,AccuBattery,126,5,Yes,No,com.digibites.accubattery
692,2022/07/12,Phone,19,8,Yes,No,com.samsung.android.dialer
693,2022/07/12,One UI Home,1081,180,No,Yes,com.sec.android.app.launcher
694,2022/07/12,YouTube Vanced,12355,23,Yes,No,com.vanced.android.youtube
695,2022/07/12,Pikashow,23,1,Yes,No,com.offshore.pikachu
696,2022/07/12,Google Play Store,2,2,Yes,No,com.android.vending
697,2022/07/13,Xodo Docs,104,4,Yes,No,com.xodo.pdf.reader
698,2022/07/13,Telegram,75,8,Yes,No,org.telegram.messenger
699,2022/07/13,Call,1894,16,Yes,No,com.samsung.android.incallui
700,2022/07/13,Package installer,1,1,No,Yes,com.google.android.packageinstaller
701,2022/07/13,Camera,41,4,Yes,No,com.sec.android.app.camera
702,2022/07/13,Rapido,425,11,Yes,No,com.rapido.passenger
703,2022/07/13,Google Play services,10,6,No,Yes,com.google.android.gms
704,2022/07/13,Ola (Uninstalled),61,7,Yes,No,com.olacabs.customer
705,2022/07/13,Finder,19,8,Yes,No,com.samsung.android.app.galaxyfinder
706,2022/07/13,Permission controller,12,2,No,Yes,com.google.android.permissioncontroller
707,2022/07/13,Maps,1344,15,Yes,No,com.google.android.apps.maps
708,2022/07/13,Google,231,13,Yes,No,com.google.android.googlequicksearchbox
709,2022/07/13,Chrome,3334,40,Yes,No,com.android.chrome
710,2022/07/13,Messages,3,1,Yes,No,com.samsung.android.messaging
711,2022/07/13,Paytm,105,4,Yes,No,net.one97.paytm
712,2022/07/13,Settings,5,2,Yes,No,com.android.settings
713,2022/07/13,Uber,247,5,Yes,No,com.ubercab
714,2022/07/13,Gmail,263,11,Yes,No,com.google.android.gm
715,2022/07/13,Android System,12,6,No,Yes,android
716,2022/07/13,Cricbuzz,685,8,Yes,No,com.cricbuzz.android
717,2022/07/13,Relevel,121,1,Yes,No,com.relevel
718,2022/07/13,GPay,7,1,Yes,No,com.google.android.apps.nbu.paisa.user
719,2022/07/13,Samsung capture,25,2,No,Yes,com.samsung.android.app.smartcapture
720,2022/07/13,AccuBattery,56,2,Yes,No,com.digibites.accubattery
721,2022/07/13,Twitter,3473,24,Yes,No,com.twitter.android
722,2022/07/13,YouTube Vanced,7511,27,Yes,No,com.vanced.android.youtube
723,2022/07/13,One UI Home,448,146,No,Yes,com.sec.android.app.launcher
724,2022/07/13,Phone,31,7,Yes,No,com.samsung.android.dialer
725,2022/07/13,Gallery,8,1,Yes,No,com.sec.android.gallery3d
726,2022/07/13,Pikashow,118,5,Yes,No,com.offshore.pikachu
727,2022/07/13,Google Play Store,152,8,Yes,No,com.android.vending
728,2022/07/13,WhatsApp,3272,45,Yes,No,com.whatsapp
729,2022/07/14,Telegram,81,9,Yes,No,org.telegram.messenger
730,2022/07/14,Video Player,2338,2,No,Yes,com.samsung.android.video
731,2022/07/14,Call,103,5,Yes,No,com.samsung.android.incallui
732,2022/07/14,Google,5,3,Yes,No,com.google.android.googlequicksearchbox
733,2022/07/14,Rapido,187,2,Yes,No,com.rapido.passenger
734,2022/07/14,My Files,5,1,Yes,No,com.sec.android.app.myfiles
735,2022/07/14,Xodo Docs,92,1,Yes,No,com.xodo.pdf.reader
736,2022/07/14,Wallpaper services,0,1,No,Yes,com.samsung.android.dynamiclock
737,2022/07/14,Sunrise,132,2,Yes,No,mobi.lockdown.sunrise
738,2022/07/14,PrepLadder,2297,36,Yes,No,com.prepladder.learningapp
739,2022/07/14,Maps,318,4,Yes,No,com.google.android.apps.maps
740,2022/07/14,Finder,36,9,Yes,No,com.samsung.android.app.galaxyfinder
741,2022/07/14,IRCTC Rail Connect,145,7,Yes,No,cris.org.in.prs.ima
742,2022/07/14,Where is my Train,1181,27,Yes,No,com.whereismytrain.android
743,2022/07/14,Permission controller,6,5,No,Yes,com.google.android.permissioncontroller
744,2022/07/14,Instagram (Uninstalled),1222,7,Yes,No,com.instagram.android
745,2022/07/14,Physics Wallah,394,5,Yes,No,xyz.penpencil.physicswala
746,2022/07/14,AlwaysOnDisplay,3,1,No,Yes,com.samsung.android.app.aodservice
747,2022/07/14,Messages,68,4,Yes,No,com.samsung.android.messaging
748,2022/07/14,RailYatri,358,15,Yes,No,com.railyatri.in.mobile
749,2022/07/14,Paytm,49,5,Yes,No,net.one97.paytm
750,2022/07/14,Settings,58,11,Yes,No,com.android.settings
751,2022/07/14,Gmail,202,9,Yes,No,com.google.android.gm
752,2022/07/14,Android System,13,5,No,Yes,android
753,2022/07/14,Uber,58,1,Yes,No,com.ubercab
754,2022/07/14,Truecaller,2,1,Yes,No,com.truecaller
755,2022/07/14,One UI Home,730,199,No,Yes,com.sec.android.app.launcher
756,2022/07/14,Chrome,4125,45,Yes,No,com.android.chrome
757,2022/07/14,Samsung Notes,1,1,Yes,No,com.samsung.android.app.notes
758,2022/07/14,Relevel,222,2,Yes,No,com.relevel
759,2022/07/14,Samsung capture,22,1,No,Yes,com.samsung.android.app.smartcapture
760,2022/07/14,Cricbuzz,864,10,Yes,No,com.cricbuzz.android
761,2022/07/14,Twitter,3799,31,Yes,No,com.twitter.android
762,2022/07/14,Google Play services,10,6,No,Yes,com.google.android.gms
763,2022/07/14,Pikashow,6058,17,Yes,No,com.offshore.pikachu
764,2022/07/14,AccuBattery,99,4,Yes,No,com.digibites.accubattery
765,2022/07/14,LinkedIn,899,3,Yes,No,com.linkedin.android
766,2022/07/14,Docs,308,5,Yes,No,com.google.android.apps.docs.editors.docs
767,2022/07/14,Phone,2,1,Yes,No,com.samsung.android.dialer
768,2022/07/14,Google Play Store,160,6,Yes,No,com.android.vending
769,2022/07/14,WhatsApp,1197,26,Yes,No,com.whatsapp
770,2022/07/14,YouTube Vanced,4699,18,Yes,No,com.vanced.android.youtube
771,2022/07/14,Settings Suggestions,15,3,No,Yes,com.android.settings.intelligence
772,2022/07/15,PrepLadder,9175,32,Yes,No,com.prepladder.learningapp
773,2022/07/15,Gboard,1,3,Yes,No,com.google.android.inputmethod.latin
774,2022/07/15,Wallpaper services,1,1,No,Yes,com.samsung.android.dynamiclock
775,2022/07/15,My Files,103,13,Yes,No,com.sec.android.app.myfiles
776,2022/07/15,IRCTC Rail Connect,184,6,Yes,No,cris.org.in.prs.ima
777,2022/07/16,Relevel,66,1,Yes,No,com.relevel
778,2022/07/15,Messages,42,2,Yes,No,com.samsung.android.messaging
779,2022/07/15,Paytm,90,2,Yes,No,net.one97.paytm
780,2022/07/15,Photos,111,1,Yes,No,com.google.android.apps.photos
