"user",1,"category","videos_uploaded","views","rating",4,5
"emilykatandkaty",1125,"Entertainment",296,9400,3.3,81,157
"mom2allison",1107,"Comedy",94,41036,4.2,158,547
"AshleyTisdale4EverX",1125,"Comedy",274,4254,3.56,16,33
"hgesse1120",1133,"Comedy",184,205,0,0,1
"NicolasIsReal",1132,"Comedy",130,3693,2.98,42,36
"strangeperson1234",1133,"Comedy",107,236,0,0,4
"jessicabillie",1132,"Comedy",44,561,3,2,8
"swimmerfun1",1133,"Comedy",155,803,2,1,0
"jlomarda",1133,"Comedy",418,1015,2.12,16,22
"coolfrog101",1127,"Music",92,883,3,2,3
"rockinmarissa134",1134,"Comedy",265,27,0,0,0
"aFurryHatGuy",1134,"Comedy",509,44,0,0,0
"mileycyrushomepagess",1134,"Entertainment",509,1260,4.72,39,102
"minchkin77",1134,"People & Blogs",508,155,3.14,7,3
"BuckyKentucky06",1133,"Comedy",509,105,0,0,1
,,,,,,,
"AlfredoFoX007",1125,"Comedy",135,10143,3.71,35,132
"Sillyprd9",1126,"Comedy",135,914,3.14,7,6
"kimvandijk",1134,"People & Blogs",227,43,0,0,0
"lyzettesalazar",1135,"People & Blogs",18,17,0,0,1
"Chivalryaintdead",1132,"People & Blogs",9,1099,3.14,7,9
"kidblood1",1124,"Pets & Animals",256,62308,4.4,77,2376
"davidisbetterthenyou",1134,"People & Blogs",19,98,1,1,2
"WHATTHEBUCKSHOW",1014,"Entertainment",129,103646,4.69,2064,602
"TristinaLue",869,"Music",213,30519,4.47,247,183
"davidchoimusic",868,"Music",233,94956,4.57,1051,537
"AxolotlVids",603,"Comedy",216,25089,3.89,157,84
"elena019",0," UNA ",354,93449,3.93,99,10
"craigcoffey",864,"People & Blogs",650,56454,4.52,23,7
"tenerorso",747,"Music",186,1965786,4.85,4273,1830
"Animedreamer240",1012,"Music",660,503249,4.9,2131,1866
"trey5",604,"Music",182,136998,4.7,322,333
"Kohishicool",777,"Film & Animation",197,44323,4.86,426,231
"myredroom",849,"Music",372,7990144,4.9,15439,7052
"Google",1091,"Science & Technology",95,318872,4.79,243,185
"mesto4jetset",719,"Music",199,136014,3.89,276,369
"thinkslinks",642,"Film & Animation",238,21366,4.83,58,41
"b4l14",728,"Sports",427,348517,4.68,447,278
"Number1Freebies",1133,"Science & Technology",432,591,2.33,3,0
"MikeDudeVlogz",1133,"Nonprofits & Activism",10,3832,2,4,860
"Drano63",1087,"Science & Technology",199,3203,3.57,7,32
"paintballkid5000",1104,"Science & Technology",180,226,0,0,1
"eckounltd93",1124,"Howto & Style",121,320,1,1,2
"cannon777",1076,"Entertainment",413,4934,4.86,7,26
"Drano63",1081,"Science & Technology",156,2799,4.43,7,30
"Tastythomas897",1133,"Howto & Style",271,203,3.4,5,15
"salc75",1062,"People & Blogs",399,678,4.33,3,1
"hillcrester",1078,"Howto & Style",150,8544,4,7,26
"Flopbuster",715,"Entertainment",169,1239,3.4,5,7
"techguy42",1109,"Music",119,754,4,4,1
"JordanRutledge01",1106,"People & Blogs",93,7945,3,38,1312
"Drano63",1087,"Science & Technology",199,723,2.33,3,1
"Astroranagun",1128,"Science & Technology",199,76,5,1,1
"usethistocomment",1087,"Howto & Style",64,244,5,1,3
"freebies4you",1019,"Entertainment",199,872,4.14,7,4
"freeipodswiixbox360",1070,"Education",63,5627,5,1,11
"StoneColdCartman",1088,"Entertainment",119,1706,3,2,1
"machinima",1116,"Entertainment",655,518076,4.88,6542,6395
"MontanaKilla99",1135,"Entertainment",23,207,1,7,6
"LilGreenOwnage",1135,"Entertainment",18,462,1.57,14,19
"Jonaslover1023",1131,"Entertainment",47,3904,1.24,355,388
"disturbed764",1135,"Entertainment",20,67,1,4,4
"machinima",969,"Entertainment",407,3731016,4.82,35352,26192
"machinima",1056,"Entertainment",621,1134816,4.87,12763,8108
"machinima",1123,"Entertainment",512,566582,4.91,8495,7879
"machinima",1067,"Entertainment",545,786678,4.88,8040,5353
"machinima",1088,"Entertainment",489,548666,4.86,5600,3735
"machinima",1074,"Entertainment",487,830845,4.92,8864,6556
"machinima",1001,"Entertainment",554,746413,4.83,12969,7182
"machinima",1102,"Entertainment",542,630535,4.91,6287,5319
"machinima",1086,"Entertainment",484,146761,4.57,852,508
"Marutodubber",1059,"Comedy",617,12375,3.69,174,70
"machinima",1051,"Entertainment",419,45203,4.22,740,345
"machinima",1052,"Entertainment",382,67407,3.9,981,403
"machinima",1095,"Entertainment",335,124055,4.28,1305,1049
"Trevanator72",1098,"Comedy",413,3995,4.05,21,44
"machinima",1056,"Entertainment",199,186823,4.68,927,1018
"TRINITYCHGO",1129,"People & Blogs",182,8172,4.79,29,81
"TRINITYCHGO",1129,"People & Blogs",408,99596,4.53,1025,2050
"TRINITYCHGO",1129,"People & Blogs",84,6811,4.55,38,49
"TomoRiordan2",1131,"People & Blogs",596,1637,0,0,0
"TRINITYCHGO",1129,"People & Blogs",119,13746,4.48,62,106
"TRINITYCHGO",1133,"People & Blogs",336,2601,4.87,31,31
"TRINITYCHGO",1129,"People & Blogs",103,4361,4.56,18,21
"freedomanddemocracy",1131,"News & Politics",505,2142,4.39,18,23
"TRINITYCHGO",1129,"People & Blogs",195,5497,4.09,32,67
"ShanaKeatsdhiuu",1131,"People & Blogs",127,4730,4.91,11,51
"TRINITYCHGO",1129,"People & Blogs",350,4181,4.78,37,34
"TRINITYCHGO",1133,"People & Blogs",185,3270,4.2,30,31
"lohanaddict",1130,"People & Blogs",19,339,2.14,7,7
"freedomanddemocracy",1132,"News & Politics",597,883,3.57,14,18
"youlikewater",1134,"Howto & Style",85,30,5,2,3
"puebloplug",1133,"Howto & Style",15,155,2.71,7,3
"ConanOBrianFAN",1135,"People & Blogs",60,679,3,14,19
"bigedude33",1133,"People & Blogs",182,252,3.79,14,15
"ConanOBrianFAN",1135,"People & Blogs",340,709,4.1,21,76
"DownIoadMaster",1132,"Science & Technology",79,277,3.4,5,11
"lisaSlaughterxvrjjh",1133,"Film & Animation",87,72,1,1,1
"Pinecone1981",1102,"Entertainment",534,974,5,2,7
"Wiilov33",792,"People & Blogs",215,2579,4.2,10,14
"ParamountPrizes",1059,"News & Politics",152,407,5,3,1
"ParamountPrizes",1059,"News & Politics",158,338,5,2,0
"Vidaluko",645,"Entertainment",48,2376,3.5,8,6
"kortsta",1131,"People & Blogs",28,16400,3.83,24,56
"P3rrigo",1133,"People & Blogs",30,935,3.88,17,18
"Shinsengumi9439",1135,"People & Blogs",48,88,5,1,1
"SufficientxGrace",1133,"People & Blogs",24,218,5,3,0
"krispink",1133,"People & Blogs",69,205,2.33,6,5
"incorporatedfx",1102,"Comedy",67,102577,3.64,590,378
"senglyy",1134,"People & Blogs",18,57,5,1,0
"NiiNANiiNA143",1132,"People & Blogs",7,420,2.33,3,5
"theEMOofMEXICOcity",1134,"People & Blogs",147,203,1.8,10,12
"nyr50973",1132,"People & Blogs",9,206,5,2,1
"sobechick",1134,"People & Blogs",14,15,0,0,0
"TeenVictor",1136,"People & Blogs",59,4,0,0,0
"candyhouz",1135,"People & Blogs",55,7,0,0,0
"ItsMattChew",1133,"People & Blogs",25,789,4.5,10,20
"electricstormx",1105,"People & Blogs",15,6205,4.09,22,67
"davidisbetterthenyou",1132,"People & Blogs",17,485,1.8,5,4
"EmperorofAnime",1136,"People & Blogs",23,13,0,0,0
"jaiarme",1133,"People & Blogs",8,80,0,0,2
"kingshecki",1135,"People & Blogs",10,25,0,0,1
"K0R3ANSHEKI",1135,"People & Blogs",10,19,0,0,0
"fletch161087",831,"Sports",382,2155,3.43,7,3
,,,,,,,
"fletch161087",832,"Comedy",102,6819,4.43,14,3
"xpangoexpert",996,"Howto & Style",141,4183,2.77,22,8
"fletch161087",832,"Entertainment",174,2548,2.88,8,12
"fletch161087",831,"Entertainment",31,3743,3.13,15,13
"fletch161087",873,"People & Blogs",40,2997,3.18,11,6
"fletch161087",846,"Entertainment",70,1010,2.33,3,3
"fletch161087",846,"Entertainment",124,751,1.6,5,3
"giftforfree",1101,"Science & Technology",147,206,1,3,2
"phatseany",1114,"Howto & Style",56,298,1,2,0
"ShawnGehrke",1134,"Science & Technology",134,219,5,2,114
"SamanthaDaggzflgkm",1135,"Film & Animation",142,13,0,0,1
"jayrat77",1108,"Howto & Style",295,1752,3.55,11,1
"jayrat77",1108,"Howto & Style",295,1316,4.43,7,5
"jayrat77",1108,"Howto & Style",295,704,4,4,1
"jayrat77",1108,"Howto & Style",295,675,5,4,2
"jayrat77",1108,"Howto & Style",295,2311,3.86,7,3
"jayrat77",1108,"Howto & Style",295,1763,4.2,10,12
"jayrat77",1104,"Howto & Style",295,6376,4.11,19,41
"SammieTV",1093,"Education",26,28576,2.88,262,368
"chanelheaven",1134,"Comedy",14,6817,3.03,65,64
"tavk22",1135,"People & Blogs",35,139,2.33,3,2
"ParodyPlus",1102,"People & Blogs",229,4707,4.4,88,116
"Uhneed",1109,"People & Blogs",207,404,4,4,5
"PottersHouseOz",1122,"People & Blogs",77,7410,3.25,20,29
"Fylkor",1134,"People & Blogs",69,796,4.8,15,16
"Legendhouse",1130,"People & Blogs",107,13219,3.04,54,55
"TheUnworthy",1135,"People & Blogs",58,125,4,1,1
"davidisbetterthenyou",1135,"People & Blogs",43,45,0,0,0
"smarteth",1134,"People & Blogs",10,99,2,4,1
"gothicmanfuncrap",1134,"People & Blogs",64,47,0,0,2
"Runation",1135,"People & Blogs",17,46,1,2,1
"ImaPirate123",1135,"People & Blogs",12,35,1,1,1
"1mResponder",1135,"People & Blogs",6,12,0,0,0
"dkoleary88",1119,"People & Blogs",73,3885,4.38,21,30
"iRespond2U",1135,"People & Blogs",58,17,1,1,1
"puebloplug",1134,"People & Blogs",15,1542,3.03,30,28
"bubbers",1134,"People & Blogs",27,138,3,2,0
"gothicmanfuncrap",1134,"People & Blogs",44,8,0,0,0
"netwinner",786,"People & Blogs",120,7427,4.71,24,758
"netwinner",794,"People & Blogs",126,1450,5,6,136
"TonyEnamel",1134,"Science & Technology",229,120,0,0,0
"netwinner",801,"People & Blogs",145,2824,3.15,13,81
"fletch161087",940,"Entertainment",131,517,5,2,0
"AussieFocus",533,"People & Blogs",35,18617,2.79,34,42
"allthatucan",1118,"Education",97,63,5,2,0
"iPorn100dotcom",1039,"Entertainment",123,687,2.2,5,2
"cnetrocks",1088,"Howto & Style",183,168,0,0,1
"cnetrocks",1086,"Howto & Style",106,170,5,1,0
"colt605",1054,"Howto & Style",213,349,3,2,6
"colt615",1055,"Howto & Style",60,670,3,2,4
"zerocashfreebies",1131,"Education",41,1078,0,0,0
"colt615",1055,"Howto & Style",213,573,2.67,3,7
"coltupthebutt",1054,"Howto & Style",213,350,3,4,4
"nodrivetime",1133,"Comedy",175,2494,3.09,33,19
"iRespond2U",1135,"Comedy",18,237,3,3,8
"quaz18",1103,"Music",508,580,4.2,5,7
"MVVideos",1132,"Comedy",14,10572,2.38,65,88
"Tenzero2",1133,"Comedy",9,241,0,0,0
"AsthmaticHorn",1133,"Comedy",135,1868,1.88,17,19
"BIGCHTR",1132,"Comedy",89,5256,1.62,34,46
"CBS",1133,"Entertainment",256,1616,2.33,6,7
"natey1112",1133,"Comedy",213,61,5,1,3
"libra888",1132,"Comedy",55,5895,1.51,55,62
"FreexTibet",1133,"Pets & Animals",658,8354,2.43,90,284
"darec01y",1134,"People & Blogs",175,322,3,4,6
"aFurryHatGuy",1133,"Comedy",175,226,2.33,3,1
"royalflush04",1133,"Comedy",175,3232,2.65,34,28
"imanim58",1133,"People & Blogs",8,248,1,2,2
"shortywizdom",1133,"Comedy",175,439,2.6,5,2
,,,,,,,
"jojobee77",841,"Pets & Animals",28,357,4.5,4,1
"Hyattiee",0," UNA ",100,33772,4.76,83,27
"kittyqueen25",1073,"Pets & Animals",18,195,1,1,3
"Broojo02",1131,"Comedy",33,549,3.3,10,10
"CyanTerrorist",1133,"Comedy",155,1841,4.7,116,77
"VivaJimmy",1131,"Comedy",78,578,4.54,26,28
"F2sT",1131,"Entertainment",54,381,4,4,3
"bowener",1131,"Comedy",67,486,3.08,26,17
"velcroFathoms",1131,"Comedy",86,639,4.37,19,15
"thalmadion",1133,"Comedy",25,234,2.6,10,4
"Br3TV",1131,"People & Blogs",421,3649,4.22,67,128
"puebloplug",1131,"Comedy",20,155,3,2,2
"libra888",1132,"Comedy",111,205,2,3,2
"RyanTwin21",1132,"News & Politics",142,890,3.46,13,23
"RyanTwinComedy",1132,"Entertainment",194,396,3.29,7,3
"RyanTwin21",1133,"News & Politics",129,1101,3,6,3
"Br3TV",1132,"People & Blogs",181,73,5,2,1
"barneygrumble",1131,"Comedy",21,310,2.14,7,2
"davon29588",1131,"Comedy",210,3520,4.46,113,124
"Tadamun",1132,"Comedy",108,498,4.59,32,24
"davon29588",1131,"Comedy",134,180,4.88,8,8
"x3fysh",1131,"Comedy",87,311,1.33,12,19
"egl619",1134,"Comedy",54,68,4.67,3,0
"AmericaforAll",1133,"News & Politics",144,9466,4.52,33,64
"topnews2008",1134,"News & Politics",114,2817,5,15,0
"hiramkills",1132,"News & Politics",592,6161,3.44,36,123
"StormeDaddhnsl",1135,"News & Politics",152,205,0,0,1
"Nickg716",1133,"News & Politics",134,5607,4.33,51,84
"JoannaLloyduynsv",1134,"News & Politics",98,283,5,2,7
"CilyPudi",1134,"News & Politics",106,372,5,4,8
"hotgreg",1134,"News & Politics",140,730,5,4,10
"vericool88",1133,"News & Politics",85,3620,4.76,37,47
"blaggabloogy",1134,"Comedy",71,5068,4.37,30,28
"HaenBlackwoodfhbdly",1131,"News & Politics",98,34298,4.55,94,327
"LifeofApollos",1130,"Entertainment",206,3552,4.68,184,165
"gimpchrist",1130,"Entertainment",111,2085,4.48,31,36
"SophieJKL",1133,"Entertainment",177,561,3.05,19,6
"puebloplug",1132,"Entertainment",78,274,5,6,8
"SBI12",1131,"Entertainment",51,259,5,4,5
"hamsamblin",1134,"Entertainment",48,283,3.2,5,4
"TheFinalView",1131,"People & Blogs",134,313,4.14,7,7
"harms32way",1133,"Entertainment",30,374,4.67,6,4
"RussinDC",1132,"Entertainment",40,143,5,1,1
"ChristopherMast",1130,"Entertainment",57,1937,4.79,98,84
"PokeAsheep",1130,"Entertainment",68,1732,4.12,32,45
"SuzySox93",1130,"Entertainment",38,747,2.88,16,11
"JAWZlicious",1130,"Comedy",115,1901,3.64,14,11
"frecklescan",1130,"Entertainment",96,4705,4.38,61,81
"queencherrie",1133,"People & Blogs",154,144,2.67,3,0
"GamingMazter",1132,"Entertainment",7,1909,2.06,17,24
"fimion",1131,"Entertainment",43,618,2.45,20,12
"Fenssjumper",1131,"Entertainment",150,894,4.39,23,10
"radicalmechanism",1130,"Entertainment",57,401,4.6,15,8
"hewoimwizziex3",1130,"Entertainment",177,1010,3,16,12
"SamHarrisCOM",996,"Comedy",121,28410,4.87,117,129
"Rickdguez57",1075,"Comedy",132,2095,5,3,2
"Raypeacockpodcast",1038,"Comedy",461,943,4.76,17,9
"CNTV121",1021,"Comedy",74,963,5,2,2
"kristinawong",1031,"People & Blogs",70,91,5,2,0
"escombrismo",997,"People & Blogs",28,411,5,3,1
"christiantbailey",1027,"People & Blogs",136,116,5,3,3
"topheaded",1031,"Entertainment",311,889,3,2,5
"dillonBoxCore",996,"Music",234,739,4.92,13,5
"GmnBull",1050,"Entertainment",97,6459,4.5,8,7
,,,,,,,
"lcoco101",1067,"Entertainment",584,2445,4.67,12,5
"ReturnOfTheCrack",945,"Comedy",30,10818,3.52,97,125
"kristinawong",1031,"People & Blogs",122,391,5,2,2
"paintballer1231",860,"People & Blogs",68,9837,3.84,31,117
"JoeCoolMan24",837,"Sports",99,23021,2.84,74,334
"ninjamanfred",888,"Sports",277,9150,3.62,21,13
"dayroll",854,"Sports",87,20788,4.77,30,84
"CubsFan1107",855,"Sports",207,5553,2.83,6,9
"dannycohen62",482,"Comedy",65,10095,2.42,26,58
"cubskickass34",981,"Sports",162,2636,4.95,62,21
"mspersons",782,"Entertainment",44,6292,3.18,28,53
"mshake3",503,"Sports",22,5821,3.22,9,8
"metroid1003",865,"People & Blogs",80,4836,3.38,29,130
"swz03f",855,"Sports",52,72390,4.64,74,112
"IamPablo",860,"Sports",57,84110,4.35,75,631
"jentracikat",827,"People & Blogs",20,4114,3.29,7,4
"PKHoosier",744,"Sports",335,8789,3.52,33,0
"PriorsGirl22",706,"Sports",82,4938,3.2,20,19
"dvdd127",712,"Sports",239,8183,4.48,23,28
"chitowndailynews",822,"Sports",204,1626,3,4,2
"cubskickass34",1084,"Sports",214,1405,4.5,16,20
"mpanichi",429,"Sports",28,13019,4.4,35,54
"JMB129",857,"Comedy",69,895,3.88,8,14
,,,,,,,
"davidisbetterthenyou",1135,"People & Blogs",22,385,1.62,8,7
"davidisbetterthenyou",1135,"People & Blogs",46,1077,1.69,29,23
,,,,,,,
"AtheneWins",1073,"People & Blogs",5202,760935,4.59,4440,2441
"AtheneWins",0," UNA ",601,686450,4.16,1536,1328
"AtheneWins",1122,"People & Blogs",541,336072,4.66,1491,1090
"AtheneWins",1087,"People & Blogs",851,280385,4.58,1190,753
"AtheneWins",1128,"People & Blogs",509,626394,4.08,1917,1310
"AtheneWins",1052,"People & Blogs",219,373065,4.4,1101,835
"AtheneWins",1080,"People & Blogs",526,500927,4.16,1475,861
"AtheneWins",1120,"People & Blogs",234,474801,4.67,1063,878
"AtheneWins",1066,"People & Blogs",554,184433,4.61,1303,1182
"AtheneWins",1059,"People & Blogs",444,78001,4.73,1609,813
"AtheneWins",1054,"People & Blogs",307,131022,4.65,944,750
"AtheneWins",1113,"People & Blogs",749,115517,4.74,1175,563
"AtheneWins",1126,"People & Blogs",1208,309619,4.06,1606,1462
"AtheneWins",1130,"People & Blogs",561,273543,4.24,1244,661
"hggh22",1080,"People & Blogs",599,42388,3.75,171,68
"AtheneWins",1092,"People & Blogs",524,1301085,4.48,6305,3115
"thelonefilmmaker",1089,"Comedy",115,13771,4.7,86,50
"thelonefilmmaker",1090,"Comedy",143,12057,4.69,67,60
"thelonefilmmaker",1105,"Comedy",195,6567,4.71,51,45
"thelonefilmmaker",1101,"Comedy",184,5015,4.94,48,34
"thelonefilmmaker",1108,"Comedy",163,4642,4.77,64,37
"thelonefilmmaker",1093,"Education",120,2338,4.9,20,13
"caqtain",0," UNA ",87,217431,4.34,215,81
"aeigani",1084,"News & Politics",31,832,5,2,0
"runeshai",961,"Film & Animation",377,129,0,0,0
"thelonefilmmaker",1122,"Comedy",198,5426,4.87,70,57
"kemlye1",1105,"Music",596,251876,4.81,587,260
"Paperlilies",1037,"Comedy",182,1725886,4.21,8996,9462
"hvkumar",817,"News & Politics",306,567,0,0,0
"madeinwiejska",1079,"Comedy",20,613049,4.73,1899,1095
"thelonefilmmaker",1093,"Comedy",162,4480,4.82,56,34
"theshirtevent",1050,"People & Blogs",464,118,5,1,7
"wbelote",1078,"News & Politics",226,11564,4.48,75,43
"LoneStarFilmSociety",945,"Film & Animation",394,467,5,1,0
"chijingle99",1100,"Sports",308,27306,4.56,36,145
"thetimman00",663,"Music",162,326,5,1,0
"Palesz191",1132,"Autos & Vehicles",128,896,3.67,3,0
"LanosDawe02",1131,"Autos & Vehicles",261,679,3,1,1
"LanosDawe02",1133,"Autos & Vehicles",59,213,2,1,0
"op13htv",1135,"Autos & Vehicles",511,214,0,0,0
"Palesz191",1133,"Autos & Vehicles",202,449,5,1,0
"BakyP",1133,"Autos & Vehicles",386,306,3,1,0
"azoli79",1135,"Autos & Vehicles",76,296,3,2,1
"karolyimarianna",1134,"Autos & Vehicles",212,234,5,1,4
"webtvstudio",1133,"Autos & Vehicles",306,305,0,0,0
"op13htv",1134,"Autos & Vehicles",595,203,5,2,0
"Palesz191",1132,"Autos & Vehicles",64,684,4.33,3,2
"92Julius",1131,"Autos & Vehicles",390,101,5,1,1
"Boneronymous",1134,"Autos & Vehicles",161,88,0,0,1
"Palesz191",1133,"Autos & Vehicles",31,363,5,1,3
"Boneronymous",1134,"Autos & Vehicles",191,41,0,0,0
"mmediasystem",978,"Autos & Vehicles",506,1089,5,4,1
"madafakabiccs",1133,"Travel & Events",97,256,5,3,3
"Colpacino",683,"Sports",255,1370917,4.56,1062,232
"FunkeyErd",1133,"People & Blogs",31,65,0,0,0
"reflekss",686,"Autos & Vehicles",332,1762369,4.12,845,512
"boydism08",1114,"Music",247,1902,4.9,10,19
"nigecruzer",1112,"People & Blogs",134,137,5,3,5
"nigecruzer",1106,"People & Blogs",20,53,4,1,4
"nigecruzer",1106,"People & Blogs",32,59,4,1,3
"smokeyleopard",1085,"Music",16,162,5,2,4
"giantfryingpan",799,"Music",47,12253,4.87,30,36
"nigecruzer",1106,"People & Blogs",58,22,5,2,2
"boydism08",855,"Film & Animation",353,4490,4.74,34,24
"NoReasinWar",1116,"People & Blogs",50,38,5,1,0
"BruceTregaskin",1087,"Music",290,2696,5,3,4
"NoReasinWar",1116,"People & Blogs",66,32,5,1,0
"nigecruzer",1106,"People & Blogs",27,76,5,1,8
"boydism08",1075,"Pets & Animals",9,434,5,3,0
"cashman1985",1114,"Music",223,1403,4.25,4,8
"Mina93",1120,"Entertainment",218,384,5,5,2
"acmm424",1013,"Entertainment",49,1664,5,8,12
"SweetBrooke23",948,"Entertainment",211,6369,4.97,60,36
"nikkinik7",1066,"Entertainment",53,533,4.8,5,9
"x3nerd",1061,"Entertainment",232,2701,4.98,45,22
"SweetBrooke23",1071,"Entertainment",83,9042,4.97,40,71
"bexiboo1980",1093,"Entertainment",188,409,4.5,10,6
"mynameisjennny",759,"Entertainment",238,6074,4.88,100,38
"candyh3arts",1122,"Entertainment",199,647,5,9,7
"JenAnistonRockz",1028,"Entertainment",276,745,5,5,1
"SweetBrooke23",1050,"Entertainment",242,3093,4.87,54,36
"starryeyesxxvideo",1038,"Entertainment",269,1908,5,45,19
"2whak4wrds",1064,"Entertainment",180,277,5,2,2
"kelynngui",1085,"Entertainment",240,432,5,5,2
"fadingspark",1135,"Entertainment",195,1142,4.99,83,41
"ForeverAndAlways14",489,"Music",234,26473,4.67,46,17
"SweetBrooke23",1115,"Entertainment",112,942,5,16,14
"SweetBrooke23",1037,"Entertainment",208,1914,4.94,49,37
"brookelucasorg",1118,"Entertainment",82,1366,5,10,0
"prettygirllove",1046,"Entertainment",238,1137,4.86,22,8
"oskay",953,"Howto & Style",80,2137442,4.31,5143,4927
"oskay",538,"Howto & Style",25,811097,4.61,351,119
"iLikeCoolStuf",1060,"Science & Technology",204,501169,4.86,2239,2598
"oskay",981,"Howto & Style",34,98345,4.64,149,75
"monkeyfunky",839,"Entertainment",144,1838605,4.87,5089,5151
"reisyboy",764,"Howto & Style",222,1537036,4.63,2565,3150
"oskay",917,"Howto & Style",12,286993,4.48,184,200
"oskay",581,"Howto & Style",42,108863,4.73,44,34
"woofcat",299,"Howto & Style",1492,1177125,4.67,2192,1384
"oskay",652,"Howto & Style",20,133142,4.46,112,107
"jgrandin1",715,"Entertainment",177,4710964,4.54,11019,6418
"AngeDeLumiere",403,"Film & Animation",134,2446839,4.59,6115,4235
"oskay",799,"Howto & Style",78,190392,4.36,140,169
"VideoJug",1025,"Howto & Style",266,344246,4.25,653,419
"BrianG8",600,"Howto & Style",310,476707,4.66,392,233
"infinitesolutions",710,"Howto & Style",154,1084327,4.35,1998,2369
"pogobat",857,"Howto & Style",392,4293093,4.76,8013,6605
"HouseholdHacker",998,"Howto & Style",205,6101232,4.47,22030,29786
"oskay",757,"Howto & Style",255,51026,4.63,121,63
"oskay",696,"Howto & Style",111,56252,4.6,149,105
"FruityPebbleFilms",853,"Music",512,9216,3.35,17,13
"theEMOofMEXICOcity",1135,"Music",145,4752,1.81,63,78
"theEMOofMEXICOcity",1134,"Music",56,5656,1.45,88,111
"davidisbetterthenyou",1134,"Music",20,3056,1.36,39,17
"jme101soul",1043,"Music",240,4851,4.8,10,16
"EvansSAFCsnavE",1135,"Music",174,199,4.5,2,1
"BobbyK99",961,"Music",153,35217,4.66,88,121
"DreidMusicalX",821,"Music",220,4270,4.7,10,17
"RcmpMurderedKevin",1082,"Howto & Style",223,2746,3.15,13,15
"nosibor",1048,"Music",149,1174,4.87,15,16
"soloruff",1010,"Music",81,113797,0,0,280
"conedandstoned",1060,"Travel & Events",37,587,5,1,0
"BeautifulGirlByDana",1095,"Music",169,2657,4.76,71,14
"pyroanthem",1099,"Music",342,450,3,2,2
"gtacarter",1003,"Travel & Events",290,18212,4,16,13
"RockItMeights",952,"Music",210,71269,4.91,239,168
"KR1963",1076,"News & Politics",516,1231,4.94,16,16
